date,Time,Time2,Tag,Building,Treatment,EarTag,Sex,Age,InitialLoc,Sunset,timeaftersun,day,time period,Block,lastLoc,initloc
6/25/02,15:39:35,0.65248843,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,18:14:35,1,18.5,1,NA,NA
6/25/02,21:37:45,0.90121528,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,00:12:45,1,0.5,1,NA,NA
6/25/02,21:37:55,0.90133102,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,00:12:55,1,0.5,1,NA,NA
6/25/02,21:44:24,0.90583333,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,00:19:24,1,0.5,1,NA,NA
6/25/02,21:45:13,0.90640046,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,00:20:13,1,0.5,1,NA,NA
6/25/02,22:33:21,0.93982639,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:08:21,1,1.5,1,NA,NA
6/25/02,22:33:49,0.94015046,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:08:49,1,1.5,1,NA,NA
6/25/02,22:34:08,0.94037037,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:09:08,1,1.5,1,NA,NA
6/25/02,22:34:26,0.9405787,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:09:26,1,1.5,1,NA,NA
6/25/02,22:35:03,0.94100694,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:10:03,1,1.5,1,NA,NA
6/25/02,22:38:32,0.94342593,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,01:13:32,1,1.5,1,NA,NA
6/25/02,22:38:45,0.94357639,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,01:13:45,1,1.5,1,NA,NA
6/25/02,22:43:51,0.94711806,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:18:51,1,1.5,1,NA,NA
6/25/02,22:46:13,0.94876157,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,01:21:13,1,1.5,1,NA,NA
6/25/02,22:46:23,0.94887731,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,01:21:23,1,1.5,1,NA,NA
6/25/02,22:46:40,0.94907407,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:21:40,1,1.5,1,NA,NA
6/25/02,22:46:47,0.94915509,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:21:47,1,1.5,1,NA,NA
6/25/02,22:47:27,0.94961806,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:22:27,1,1.5,1,NA,NA
6/25/02,22:47:43,0.94980324,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:22:43,1,1.5,1,NA,NA
6/25/02,22:47:55,0.94994213,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:22:55,1,1.5,1,NA,NA
6/25/02,22:49:11,0.95082176,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:24:11,1,1.5,1,NA,NA
6/25/02,22:49:21,0.9509375,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:24:21,1,1.5,1,NA,NA
6/25/02,22:49:31,0.95105324,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:24:31,1,1.5,1,NA,NA
6/25/02,22:49:41,0.95116898,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:24:41,1,1.5,1,NA,NA
6/25/02,22:51:07,0.95216435,3D9.1BF1717C7F,B,food,B112,M,A,F8,21:25:00,01:26:07,1,1.5,1,NA,NA
6/25/02,22:52:20,0.95300926,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:27:20,1,1.5,1,NA,NA
6/25/02,22:52:53,0.9533912,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:27:53,1,1.5,1,NA,NA
6/25/02,22:53:12,0.95361111,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:28:12,1,1.5,1,NA,NA
6/25/02,22:53:23,0.95373843,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:28:23,1,1.5,1,NA,NA
6/25/02,22:53:44,0.95398148,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:28:44,1,1.5,1,NA,NA
6/25/02,22:59:40,0.95810185,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:34:40,1,2,1,NA,NA
6/25/02,22:59:57,0.95829861,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:34:57,1,2,1,NA,NA
6/25/02,23:10:19,0.96549769,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:45:19,1,2,1,NA,NA
6/25/02,23:10:34,0.9656713,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:45:34,1,2,1,NA,NA
6/25/02,23:12:16,0.96685185,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:47:16,1,2,1,NA,NA
6/25/02,23:13:15,0.96753472,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,01:48:15,1,2,1,NA,NA
6/25/02,23:15:36,0.96916667,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,01:50:36,1,2,1,NA,NA
6/25/02,23:18:00,0.97083333,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:53:00,1,2,1,NA,NA
6/25/02,23:18:15,0.97100694,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:53:15,1,2,1,NA,NA
6/25/02,23:18:42,0.97131944,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:53:42,1,2,1,NA,NA
6/25/02,23:18:52,0.97143519,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,01:53:52,1,2,1,NA,NA
6/25/02,23:25:04,0.97574074,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,02:00:04,1,2.5,1,NA,NA
6/25/02,23:25:46,0.97622685,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,02:00:46,1,2.5,1,NA,NA
6/25/02,23:26:16,0.97657407,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:01:16,1,2.5,1,NA,NA
6/25/02,23:26:32,0.97675926,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:01:32,1,2.5,1,NA,NA
6/25/02,23:30:44,0.97967593,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:05:44,1,2.5,1,NA,NA
6/25/02,23:31:22,0.98011574,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:06:22,1,2.5,1,NA,NA
6/25/02,23:33:20,0.98148148,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:08:20,1,2.5,1,NA,NA
6/25/02,23:33:29,0.98158565,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:08:29,1,2.5,1,NA,NA
6/25/02,23:34:21,0.9821875,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:09:21,1,2.5,1,NA,NA
6/25/02,23:34:55,0.98258102,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:09:55,1,2.5,1,NA,NA
6/25/02,23:35:26,0.98293981,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:10:26,1,2.5,1,NA,NA
6/25/02,23:36:23,0.98359954,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:11:23,1,2.5,1,NA,NA
6/25/02,23:36:47,0.98387731,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:11:47,1,2.5,1,NA,NA
6/25/02,23:37:06,0.98409722,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:12:06,1,2.5,1,NA,NA
6/25/02,23:37:31,0.98438657,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:12:31,1,2.5,1,NA,NA
6/25/02,23:38:01,0.9847338,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:13:01,1,2.5,1,NA,NA
6/25/02,23:39:34,0.98581019,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:14:34,1,2.5,1,NA,NA
6/25/02,23:39:52,0.98601852,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:14:52,1,2.5,1,NA,NA
6/25/02,23:40:44,0.98662037,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:15:44,1,2.5,1,NA,NA
6/25/02,23:41:07,0.98688657,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:16:07,1,2.5,1,NA,NA
6/25/02,23:41:37,0.9872338,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:16:37,1,2.5,1,NA,NA
6/25/02,23:42:00,0.9875,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:17:00,1,2.5,1,NA,NA
6/25/02,23:42:14,0.98766204,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:17:14,1,2.5,1,NA,NA
6/25/02,23:42:40,0.98796296,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:17:40,1,2.5,1,NA,NA
6/25/02,23:43:19,0.98841435,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:18:19,1,2.5,1,NA,NA
6/25/02,23:44:09,0.98899306,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:19:09,1,2.5,1,NA,NA
6/25/02,23:44:35,0.98929398,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:19:35,1,2.5,1,NA,NA
6/25/02,23:46:49,0.99084491,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:21:49,1,2.5,1,NA,NA
6/25/02,23:48:06,0.99173611,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:23:06,1,2.5,1,NA,NA
6/25/02,23:48:58,0.99233796,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:23:58,1,2.5,1,NA,NA
6/25/02,23:49:52,0.99296296,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:24:52,1,2.5,1,NA,NA
6/25/02,23:50:47,0.99359954,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:25:47,1,2.5,1,NA,NA
6/25/02,23:50:57,0.99371528,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:25:57,1,2.5,1,NA,NA
6/25/02,23:51:07,0.99383102,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:26:07,1,2.5,1,NA,NA
6/25/02,23:51:17,0.99394676,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:26:17,1,2.5,1,NA,NA
6/25/02,23:51:39,0.99420139,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:26:39,1,2.5,1,NA,NA
6/25/02,23:51:49,0.99431713,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:26:49,1,2.5,1,NA,NA
6/25/02,23:52:20,0.99467593,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:27:20,1,2.5,1,NA,NA
6/25/02,23:54:48,0.99638889,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,02:29:48,1,2.5,1,NA,NA
6/25/02,23:55:04,0.99657407,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,02:30:04,1,3,1,NA,NA
6/25/02,23:55:43,0.99702546,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,02:30:43,1,3,1,NA,NA
6/25/02,23:57:05,0.99797454,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:32:05,1,3,1,NA,NA
6/25/02,23:57:11,0.99804398,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:32:11,1,3,1,NA,NA
6/25/02,23:57:12,0.99805556,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,02:32:12,1,3,1,NA,NA
6/25/02,23:57:42,0.99840278,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:32:42,1,3,1,NA,NA
6/25/02,23:58:20,0.99884259,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:33:20,1,3,1,NA,NA
6/26/02,00:08:16,0.00574074,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:43:16,1,3,1,NA,NA
6/26/02,00:09:47,0.00679398,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:44:47,1,3,1,NA,NA
6/26/02,00:21:41,0.01505787,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:56:41,1,3,1,NA,NA
6/26/02,00:21:55,0.01521991,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,02:56:55,1,3,1,NA,NA
6/26/02,00:26:33,0.0184375,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:01:33,1,3.5,1,NA,NA
6/26/02,00:27:02,0.01877315,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:02:02,1,3.5,1,NA,NA
6/26/02,00:28:52,0.0200463,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,03:03:52,1,3.5,1,NA,NA
6/26/02,00:29:11,0.0202662,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,03:04:11,1,3.5,1,NA,NA
6/26/02,00:42:25,0.02945602,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:17:25,1,3.5,1,NA,NA
6/26/02,00:43:29,0.03019676,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:18:29,1,3.5,1,NA,NA
6/26/02,00:45:03,0.03128472,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:20:03,1,3.5,1,NA,NA
6/26/02,00:46:32,0.03231481,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:21:32,1,3.5,1,NA,NA
6/26/02,00:47:33,0.03302083,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:22:33,1,3.5,1,NA,NA
6/26/02,01:04:30,0.04479167,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:39:30,1,4,1,NA,NA
6/26/02,01:05:16,0.04532407,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:40:16,1,4,1,NA,NA
6/26/02,01:09:15,0.04809028,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,03:44:15,1,4,1,NA,NA
6/26/02,01:25:40,0.05949074,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:00:40,1,4.5,1,NA,NA
6/26/02,01:27:21,0.06065972,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:02:21,1,4.5,1,NA,NA
6/26/02,01:28:52,0.06171296,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:03:52,1,4.5,1,NA,NA
6/26/02,01:29:29,0.0621412,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:04:29,1,4.5,1,NA,NA
6/26/02,01:29:53,0.06241898,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:04:53,1,4.5,1,NA,NA
6/26/02,01:30:36,0.06291667,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:05:36,1,4.5,1,NA,NA
6/26/02,01:32:16,0.06407407,3D9.1BF161E7F7,B,food,B126,F,A,G6,21:25:00,04:07:16,1,4.5,1,NA,NA
6/26/02,01:34:51,0.06586806,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,04:09:51,1,4.5,1,NA,NA
6/26/02,01:37:36,0.06777778,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,04:12:36,1,4.5,1,NA,NA
6/26/02,01:38:51,0.06864583,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,04:13:51,1,4.5,1,NA,NA
6/26/02,01:39:10,0.06886574,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:14:10,1,4.5,1,NA,NA
6/26/02,01:39:20,0.06898148,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:14:20,1,4.5,1,NA,NA
6/26/02,01:40:05,0.06950231,3D9.1BF172D302,B,food,B155,M,A,J4,21:25:00,04:15:05,1,4.5,1,NA,NA
6/26/02,02:00:36,0.08375,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:35:36,1,5,1,NA,NA
6/26/02,02:02:14,0.08488426,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:37:14,1,5,1,NA,NA
6/26/02,02:02:36,0.08513889,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:37:36,1,5,1,NA,NA
6/26/02,02:10:51,0.09086806,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:45:51,1,5,1,NA,NA
6/26/02,02:12:14,0.0918287,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:47:14,1,5,1,NA,NA
6/26/02,02:12:40,0.09212963,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:47:40,1,5,1,NA,NA
6/26/02,02:13:16,0.0925463,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:48:16,1,5,1,NA,NA
6/26/02,02:15:23,0.0940162,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,04:50:23,1,5,1,NA,NA
6/26/02,02:25:38,0.10113426,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:00:38,1,5.5,1,NA,NA
6/26/02,02:25:48,0.10125,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:00:48,1,5.5,1,NA,NA
6/26/02,02:25:58,0.10136574,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:00:58,1,5.5,1,NA,NA
6/26/02,02:26:26,0.10168981,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:01:26,1,5.5,1,NA,NA
6/26/02,02:28:53,0.1033912,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:03:53,1,5.5,1,NA,NA
6/26/02,02:29:39,0.10392361,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:04:39,1,5.5,1,NA,NA
6/26/02,02:37:25,0.10931713,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:12:25,1,5.5,1,NA,NA
6/26/02,02:37:58,0.10969907,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:12:58,1,5.5,1,NA,NA
6/26/02,02:45:36,0.115,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:20:36,1,5.5,1,NA,NA
6/26/02,02:45:50,0.11516204,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:20:50,1,5.5,1,NA,NA
6/26/02,02:47:04,0.11601852,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:22:04,1,5.5,1,NA,NA
6/26/02,02:47:26,0.11627315,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:22:26,1,5.5,1,NA,NA
6/26/02,02:50:26,0.11835648,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:25:26,1,5.5,1,NA,NA
6/26/02,02:51:22,0.11900463,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:26:22,1,5.5,1,NA,NA
6/26/02,02:51:32,0.11912037,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:26:32,1,5.5,1,NA,NA
6/26/02,02:52:02,0.11946759,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:27:02,1,5.5,1,NA,NA
6/26/02,02:52:18,0.11965278,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:27:18,1,5.5,1,NA,NA
6/26/02,02:56:06,0.12229167,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:31:06,1,6,1,NA,NA
6/26/02,02:56:28,0.1225463,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:31:28,1,6,1,NA,NA
6/26/02,02:56:33,0.12260417,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:31:33,1,6,1,NA,NA
6/26/02,02:57:01,0.12292824,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:32:01,1,6,1,NA,NA
6/26/02,02:57:24,0.12319444,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:32:24,1,6,1,NA,NA
6/26/02,02:57:34,0.12331019,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:32:34,1,6,1,NA,NA
6/26/02,02:57:55,0.12355324,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:32:55,1,6,1,NA,NA
6/26/02,03:13:31,0.13438657,3D9.1BF161EEC3,B,food,B160,F,S,E3,21:25:00,05:48:31,1,6,1,NA,NA
6/26/02,03:13:58,0.13469907,3D9.1BF161EEC3,B,food,B160,F,S,E3,21:25:00,05:48:58,1,6,1,NA,NA
6/26/02,03:16:21,0.13635417,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:51:21,1,6,1,NA,NA
6/26/02,03:16:25,0.13640046,3D9.1BF161EEC3,B,food,B160,F,S,E3,21:25:00,05:51:25,1,6,1,NA,NA
6/26/02,03:16:35,0.1365162,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:51:35,1,6,1,NA,NA
6/26/02,03:16:37,0.13653935,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:51:37,1,6,1,NA,NA
6/26/02,03:18:51,0.13809028,3D9.1BF161EEC3,B,food,B160,F,S,E3,21:25:00,05:53:51,1,6,1,NA,NA
6/26/02,03:19:34,0.13858796,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:54:34,1,6,1,NA,NA
6/26/02,03:19:39,0.13864583,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:54:39,1,6,1,NA,NA
6/26/02,03:19:55,0.13883102,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:54:55,1,6,1,NA,NA
6/26/02,03:22:31,0.14063657,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:57:31,1,6,1,NA,NA
6/26/02,03:22:59,0.14096065,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,05:57:59,1,6,1,NA,NA
6/26/02,03:23:22,0.14122685,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:58:22,1,6,1,NA,NA
6/26/02,03:24:11,0.14179397999999999,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,05:59:11,1,6,1,NA,NA
6/26/02,03:27:02,0.14377315,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:02:02,1,6.5,1,NA,NA
6/26/02,03:27:19,0.14396991,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:02:19,1,6.5,1,NA,NA
6/26/02,03:35:02,0.1493287,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:10:02,1,6.5,1,NA,NA
6/26/02,03:35:46,0.14983796,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:10:46,1,6.5,1,NA,NA
6/26/02,03:37:13,0.15084491,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:12:13,1,6.5,1,NA,NA
6/26/02,03:37:22,0.15094907,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:12:22,1,6.5,1,NA,NA
6/26/02,03:40:13,0.15292824,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:15:13,1,6.5,1,NA,NA
6/26/02,03:40:22,0.15303241,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:15:22,1,6.5,1,NA,NA
6/26/02,03:41:24,0.15375,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:16:24,1,6.5,1,NA,NA
6/26/02,03:42:21,0.15440972,3D9.1BF14F4A39,B,food,B114,F,S,J6,21:25:00,06:17:21,1,6.5,1,NA,NA
6/26/02,03:42:27,0.15447917,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:17:27,1,6.5,1,NA,NA
6/26/02,03:43:51,0.15545139,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:18:51,1,6.5,1,NA,NA
6/26/02,03:44:46,0.15608796,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:19:46,1,6.5,1,NA,NA
6/26/02,03:44:56,0.1562037,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:19:56,1,6.5,1,NA,NA
6/26/02,03:46:04,0.15699074,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:21:04,1,6.5,1,NA,NA
6/26/02,03:46:17,0.1571412,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:21:17,1,6.5,1,NA,NA
6/26/02,03:46:27,0.15725694,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:21:27,1,6.5,1,NA,NA
6/26/02,03:46:39,0.15739583,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:21:39,1,6.5,1,NA,NA
6/26/02,03:46:54,0.15756944,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:21:54,1,6.5,1,NA,NA
6/26/02,03:47:04,0.15768519,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:22:04,1,6.5,1,NA,NA
6/26/02,03:47:49,0.15820602,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:22:49,1,6.5,1,NA,NA
6/26/02,03:48:01,0.15834491,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:23:01,1,6.5,1,NA,NA
6/26/02,03:48:26,0.15863426,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:23:26,1,6.5,1,NA,NA
6/26/02,03:48:37,0.15876157,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:23:37,1,6.5,1,NA,NA
6/26/02,03:48:47,0.15887731,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:23:47,1,6.5,1,NA,NA
6/26/02,03:49:00,0.15902778,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:24:00,1,6.5,1,NA,NA
6/26/02,03:49:10,0.15914352,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:24:10,1,6.5,1,NA,NA
6/26/02,03:49:21,0.15927083,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:24:21,1,6.5,1,NA,NA
6/26/02,03:49:31,0.15938657,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:24:31,1,6.5,1,NA,NA
6/26/02,03:52:14,0.16127315,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:27:14,1,6.5,1,NA,NA
6/26/02,03:53:25,0.16209491,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:28:25,1,6.5,1,NA,NA
6/26/02,03:53:36,0.16222222,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:28:36,1,6.5,1,NA,NA
6/26/02,03:53:46,0.16233796,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:28:46,1,6.5,1,NA,NA
6/26/02,03:53:56,0.1624537,3D9.1BF16FFBFC,B,food,B171,F,S,F6,21:25:00,06:28:56,1,6.5,1,NA,NA
